Article_Title,Year,Description,Revue,Volume,Number,Pages
"SEDIMENTOLOGY AND ICHNOLOGY OF THE LATE TRIASSIC IROHALEN MUDSTONE, ARGANA VALLEY, MOROCCO",2017,"International Meeting of Sedimentology 2017, 892, 2017",International Meeting of Sedimentology,2017,,892
THE PERMIAN-TRIASSIC TRANSITION AND THE BEGINNING OF THE MESOZOIC SEDIMENTATION OF HIGH ATLAS OF MARRAKECH AND ARGANA BASINS: ATTEMPT OF CORRELATION AT WESTERN PERITETHYAN DOMAIN,2017,"International Meeting of Sedimentology 2017, 93, 2017",International Meeting of Sedimentology,2017,,93
"Nouveaux vertébrés permiens et triasiques du bassin d'Argana (Haut Atlas Occidental, Maroc)",2011,"6 ème Réunion du Groupe Marocain du Permien et du Trias GMPT-6,, 20-21 mai 2011, 2011",,66,,
An efficient method for video shot boundary detection and keyframe extraction using SIFT-point distribution histogram,2016,"International Journal of Multimedia Information Retrieval 5, 89-104, 2016",International Journal of Multimedia Information Retrieval,5,,89104
MultiD-CNN: A multi-dimensional feature learning approach based on deep convolutional networks for gesture recognition in RGB-D image sequences,2020,"Expert Systems with Applications 139, 112829, 2020",Expert Systems with Applications,139,,112829
MSKVS: Adaptive mean shift-based keyframe extraction for video summarization and a new objective verification approach,2018,"Journal of Visual Communication and Image Representation 55, 179-200, 2018",Journal of Visual Communication and Image Representation,55,,179200
A divide-and-conquer strategy for facial landmark detection using dual-task CNN architecture,2020,"Pattern Recognition 107, 107504, 2020",Pattern Recognition,107,,107504
Efficient video summarization based on motion SIFT-distribution histogram,2016,"2016 13th International Conference on Computer Graphics, Imaging and …, 2016",,201613,,
Elboushaki A Afdel K Naghabhushan P Javed M An efficient method for video shot boundary detection and keyframe extraction using SIFT-point distribution histogram,2016,"International Journal of Multimedia Information Retrieval 5 (2), 89, 2016",International Journal of Multimedia Information Retrieval,5,2,89
Improving articulated hand pose detection for static finger sign recognition in RGB-D images,2020,"Multimedia Tools and Applications 79 (39-40), 28925-28969, 2020",Multimedia Tools and Applications,79,3940,2892528969
A robust approach for object matching and classification using Partial Dominant Orientation Descriptor,2017,"Pattern Recognition 64, 168-186, 2017",Pattern Recognition,64,,168186
Automatic removal of handwritten annotations from between-text-lines and inside-text-line regions of a printed text document,2015,"Procedia Computer Science 45, 205-214, 2015",Procedia Computer Science,45,,205214
An automatic video surveillance indexing based on facial feature descriptors,2015,"2015 5th International Conference on Information & Communication Technology …, 2015",,20155,,
Efficient object indexing and retrieval using partial dominant orientation descriptor,2016,"2016 13th International Conference on Computer Graphics, Imaging and …, 2016",,201613,,
Efficient object matching using partial dominant orientation descriptor,2015,"2015 5th International Conference on Information & Communication Technology …, 2015",,20155,,
Automatic Removal of Marginal Annotations in Printed Text Document,2014,"arXiv preprint arXiv:1408.2015, 2014",arXiv preprint arXiv:,14082015,,
Efficient Object Indexing and Retrieval Based on Partial Dominant Orientation Descriptor,,,,,,
Preparation and characterization of Cu2CoSnS4 thin films for solar cells via co-electrodeposition technique: effect of electrodeposition time,2019,"Optik 193, 162996, 2019",Optik,193,,162996
"Structural, morphological, optical, and electrochemical properties of Co-doped CeO2 thin films",2021,"Materials Science in Semiconductor Processing 135, 106049, 2021",Materials Science in Semiconductor Processing,135,,106049
Synthesis of the Sn-based CaSnS3 chalcogenide perovskite thin film as a highly stable photoabsorber for optoelectronic applications,2021,"Journal of Alloys and Compounds 851, 156790, 2021",Journal of Alloys and Compounds,851,,156790
Synthesis of Tetragonal Cu2NiSnS4 Thin Film via Low-Cost Electrodeposition Method: Effect of Ni2+ Molarity,2020,"Journal of Electronic Materials 49, 728-735, 2020",Journal of Electronic Materials,49,,728735
The choice of the copper concentration favoring the production of stoichiometric CuSbS2 and Cu12Sb4S13 thin films co-electrodeposited on FTO,2022,"Journal of Alloys and Compounds 908, 164618, 2022",Journal of Alloys and Compounds,908,,164618
Experimental and theoretical study of new kesterite Cu2NiGeS4 thin film synthesized via spray ultrasonic technic,2020,"Applied Surface Science 527, 146800, 2020",Applied Surface Science,527,,146800
Enhanced properties of the chemically prepared Gd-doped SrSnO3 thin films: Experimental and DFT study,2020,"Optical Materials 107, 110136, 2020",Optical Materials,107,,110136
Influence of cycle numbers on optical parameters of nanostructured Bi2S3 thin films using SILAR method for solar cells light harvesting,2021,"Materialia 20, 101242, 2021",Materialia,20,,101242
Preparation and characterization of Cu2FeGeS4 thin-film synthesized via spray ultrasonic method− DFT study,2020,"Materials Letters 275, 128070, 2020",Materials Letters,275,,128070
"Structural, electronic and optical properties of Cu-doped ZnS thin films deposited by the ultrasonic spray method-DFT study",2021,"Optical and Quantum Electronics 53 (6), 300, 2021",Optical and Quantum Electronics,53,6,300
Synthesis and characterization of Cu2CoSnS4 thin film via electrodeposition technique for solar cells,2019,"Journal of Materials Science: Materials in Electronics 30, 12487-12492, 2019",Journal of Materials Science: Materials in Electronics,30,,1248712492
Effects of co-electrodeposition potential on the physicochemical properties of Cu2CoSnS4 thin films enriched by a theoretical calculation,2022,"Optik 258, 168886, 2022",Optik,258,,168886
Investigation of Physical and electrochemical properties of Ni doped CeO2 Thin films: DFT calculation,2021,"Current Applied Physics 31, 171-181, 2021",Current Applied Physics,31,,171181
"Facile synthesis of the wurtz stannite (orthorhombic) Cu2MnGeS4 thin film via spray ultrasonic method: Structural, Raman, optical and electronic study",2020,"Journal of Alloys and Compounds 845, 156216, 2020",Journal of Alloys and Compounds,845,,156216
Higher Conductivity and Enhanced Optoelectronic Properties of Chemically Grown Nd-Doped CaSnO3 Perovskite Oxide Thin Films,2021,"ACS omega 6 (48), 32537-32547, 2021",ACS omega,6,48,3253732547
"Revealing the impact of strontium doping on the optical, electronic and electrical properties of nanostructured 2H-CuFeO 2 delafossite thin films",2021,"RSC advances 11 (41), 25686-25694, 2021",RSC advances,11,41,2568625694
Effects of copper concentration on the properties of Cu2CoSnS4 thin films co-electrodeposited on the FTO substrate,2022,"Journal of Materials Science: Materials in Electronics 33 (15), 12016-12025, 2022",Journal of Materials Science: Materials in Electronics,33,15,1201612025
Electrodeposition of Cu2O thin film onto copper substrate by linear sweep voltammetry at low duration: effect of bath pH,2022,"Biointerface Research in Applied Chemistry 12 (6), 7715-7724, 2022",Biointerface Research in Applied Chemistry,12,6,77157724
"Structural, electronic and optical properties of a tetragonal-stannite Cu2CoGeS4 thin film synthesized by a low-cost spray method: Experimental and theoretical study",2020,"Ceramics International 46 (14), 23127-23133, 2020",Ceramics International,46,14,2312723133
Unraveling the microstructural and optoelectronic properties of solution-processed Pr-doped SrSnO 3 perovskite oxide thin films,2021,"RSC advances 11 (59), 37019-37028, 2021",RSC advances,11,59,3701937028
Feedback stabilization of a class of evolution equations with delay,2009,"Journal of Evolution Equations 9, 103-121, 2009",Journal of Evolution Equations,9,,103121
Null controllability of degenerate parabolic cascade systems,2011,"Portugaliae Mathematica 68 (3), 345-367, 2011",Portugaliae Mathematica,68,3,345367
Carleman estimates and null controllability of coupled degenerate systems,2011,"arXiv preprint arXiv:1111.3665, 2011",arXiv preprint arXiv:,11113665,,
Lipschitz stability for an inverse source problem in anisotropic parabolic equations with dynamic boundary conditions,2020,"arXiv preprint arXiv:2003.07884, 2020",arXiv preprint arXiv:,200307884,,
Carleman estimates and null controllability of coupled degenerate systems,2013,"Evolution Equations and Control Theory 2 (3), 441, 2013",Evolution Equations and Control Theory,2,3,441
An inverse problem of radiative potentials and initial temperatures in parabolic equations with dynamic boundary conditions,2022,"Journal of Inverse and Ill-posed Problems 30 (3), 363-378, 2022",Journal of Inverse and Ill-posed Problems,30,3,363378
Identification of source terms in heat equation with dynamic boundary conditions,2022,"Mathematical Methods in the Applied Sciences 45 (4), 2364-2379, 2022",Mathematical Methods in the Applied Sciences,45,4,23642379
Exponential energy decay of some coupled second order systems,2013,"Semigroup Forum 86, 362-382, 2013",Semigroup Forum,86,,362382
On Algebraic condition for null controllability of some coupled degenerate systems,2017,"arXiv preprint arXiv:1705.03044, 2017",arXiv preprint arXiv:,170503044,,
Compact decoupling for thermoelasticity in irregular domains,2008,"Asymptotic Analysis 58 (1-2), 47-56, 2008",Asymptotic Analysis,58,12,4756
Inverse problems for general parabolic systems and application to Ornstein-Uhlenbeck equation,2021,"arXiv preprint arXiv:2110.01321, 2021",arXiv preprint arXiv:,211001321,,
Stabilization of coupled second order systems with delay,2010,"arXiv preprint arXiv:1010.3636, 2010",arXiv preprint arXiv:,10103636,,
Stability of abstract thermo-elastic semigroups,2016,"Journal of Mathematical Analysis and Applications 435 (2), 1021-1035, 2016",Journal of Mathematical Analysis and Applications,435,2,10211035
Polynomial internal and external stability of well-posed linear systems,2015,"Operator semigroups meet complex analysis, harmonic analysis and …, 2015","Operator semigroups meet complex analysis, harmonic analysis and …,",,,
Controllability of a system of degenerate parabolic equations with non-diagonalizable diffusion matrix,2018,"arXiv preprint arXiv:1808.07524, 2018",arXiv preprint arXiv:,180807524,,
Decay rates for delayed abstract thermoelastic systems with Cattaneo law,2017,"Semigroup Forum, 2017","Semigroup Forum,",,,
THERMOELASTIC SYSTEMS WITH FOURIER'S LAW.,2017,"EDITIONS UNIVERSITAIRES E, 2017","EDITIONS UNIVERSITAIRES E,",,,
Thermoelastic Systems with Fourier's Law: Decoupling Technique,2017,"Éditions universitaires européennes, 2017","Éditions universitaires européennes,",,,
FEEDBACK STABILIZATION OF SOME SECOND ORDER SYSTEMS.,2017,"EDITIONS UNIVERSITAIRES E, 2017","EDITIONS UNIVERSITAIRES E,",,,
COMPACTNESS OF THE DIFFERENCE BETWEEN THE POROUS THERMOELASTIC SEMIGROUP AND ITS DECOUPLED SEMIGROUP,2015,"Electronic Journal of Differential Equations 2015 (173), 1-16, 2015",Electronic Journal of Differential Equations,2015,173,116
Automatic detection and inpainting of specular reflections for colposcopic images,2011,"Central European Journal of Computer Science 1, 341-354, 2011",Central European Journal of Computer Science,1,,341354
Arab sign language recognition with convolutional neural networks,2019,"2019 International conference of computer science and renewable energies …, 2019",,2019,,
A mutlipath routing algorithm for wireless sensor networks under distance and energy consumption constraints for reliable data transmission,2017,"2017 International Conference on Engineering & MIS (ICEMIS), 1-4, 2017",,2017,,14
Handwritten tifinagh characters recognition using deep convolutional neural networks,2019,"Sensing and Imaging 20 (1), 9, 2019",Sensing and Imaging,20,1,9
Face recognition system using Gabor features and HTK toolkit,2014,"2014 Tenth International Conference on Signal-Image Technology and Internet …, 2014",,2014,,
Robust facial expression recognition system based on hidden Markov models,2016,"International Journal of Multimedia Information Retrieval 5, 229-236, 2016",International Journal of Multimedia Information Retrieval,5,,229236
Semi-automatic cervical cancer segmentation using active contours without edges,2009,"2009 Fifth International Conference on Signal Image Technology and Internet …, 2009",,2009,,
Isolated video-based Arabic sign language recognition using convolutional and recursive neural networks,2021,"Arabian Journal for Science and Engineering, 1-13, 2021","Arabian Journal for Science and Engineering,",113,,
Offline Face Recognition System Based on Gabor- Fisher Descriptors and Hidden Markov Models,2016,"International Journal of Interactive Multimedia and Artificial Intelligence …, 2016","International Journal of Interactive Multimedia and Artificial Intelligence …,",,,
Character-level arabic text generation from sign language video using encoder–decoder model,2023,"Displays 76, 102340, 2023",Displays,76,,102340
Unimodal Multi-Feature Fusion and One-dimensional Hidden Markov Models for Low-Resolution Face Recognition,2017,"International Journal of Electrical and Computer Engineering 7 (4), 2017",International Journal of Electrical and Computer Engineering,7,4,
3D gesture segmentation for word-level Arabic sign language using large-scale RGB video sequences and autoencoder convolutional networks,2022,"Signal, Image and Video Processing, 2022","Signal, Image and Video Processing,",,,
Image registration using opponentSIFT descriptor: Application to colposcopic images with specular reflections,2010,"2010 Sixth International Conference on Signal-Image Technology and Internet …, 2010",,2010,,
Recurrent neural network for software failure prediction,2018,"Proceedings of the Fourth International Conference on Engineering & MIS 2018 …, 2018",Proceedings of the Fourth International Conference on Engineering & MIS,2018,,
"Security of hardware architecture, design and performance of low drop-out voltage regulator LDO to protect power mobile applications",2017,"2017 International Conference on Engineering & MIS (ICEMIS), 1-8, 2017",,2017,,18
Colposcopic image registration using opponentSIFT descriptor,2010,"2010 5th International Symposium On I/V Communications and Mobile Network, 1-4, 2010",,20105,,14
Low-resolution face recognition using unimodal data fusion,2017,"2017 International Conference on Engineering & MIS (ICEMIS), 1-5, 2017",,2017,,15
LIDarknet: Experimenting the Power of Ensemble Learning in the Classification of Network Traffic,2023,"2023 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf …, 2023",,2023,,
"A non-intrusive multivariate analysis for monitoring inattentive driving based on physiological signals, driver inputs and visual features: A hybrid deep learning approach",2023,"2023 10th International Conference on Wireless Networks and Mobile …, 2023",,202310,,
Combining frequency transformer and CNNs for medical image segmentation,2023,"Multimedia Tools and Applications, 2023","Multimedia Tools and Applications,",,,
"A super-Earth and a sub-Neptune orbiting the bright, quiet M3 dwarf TOI-1266",2020,"Astronomy & Astrophysics 642, A49, 2020",Astronomy & Astrophysics,642,,49
TESS Hunt for Young and Maturing Exoplanets (THYME). IV. Three Small Planets Orbiting a 120 Myr Old Star in the Pisces–Eridanus Stream,2021,"The Astronomical Journal 161 (2), 65, 2021",The Astronomical Journal,161,2,65
The CARMENES search for exoplanets around M dwarfs-LP 714-47 b (TOI 442.01): populating the Neptune desert,2020,"Astronomy & Astrophysics 644, A127, 2020",Astronomy & Astrophysics,644,,127
The magellan-tess survey. i. survey description and midsurvey results,2021,"The Astrophysical Journal Supplement Series 256 (2), 33, 2021",The Astrophysical Journal Supplement Series,256,2,33
"TESS discovery of a super-Earth and three sub-Neptunes hosted by the bright, Sun-like star HD 108236",2021,"The Astronomical Journal 161 (2), 85, 2021",The Astronomical Journal,161,2,85
Properties of sub-Neptune atmospheres: TOI-270 system,2020,"Monthly Notices of the Royal Astronomical Society 495 (1), 962-970, 2020",Monthly Notices of the Royal Astronomical Society,495,1,962970
TESS discovery of a sub-Neptune orbiting a mid-M dwarf TOI-2136,2022,"Monthly Notices of the Royal Astronomical Society 514 (3), 4120-4139, 2022",Monthly Notices of the Royal Astronomical Society,514,3,41204139
TOI-1259Ab–a gas giant planet with 2.7 per cent deep transits and a bound white dwarf companion,2021,"Monthly Notices of the Royal Astronomical Society 507 (3), 4132-4148, 2021",Monthly Notices of the Royal Astronomical Society,507,3,41324148
Another shipment of six short-period giant planets from TESS,2023,"Monthly Notices of the Royal Astronomical Society 521 (2), 2765-2785, 2023",Monthly Notices of the Royal Astronomical Society,521,2,27652785
TOI-1442 b and TOI-2445 b: Two potentially rocky ultra-short period planets around M dwarfs,2023,"Astronomy & Astrophysics 673, A32, 2023",Astronomy & Astrophysics,673,,32
TESS discovery of a super-Earth orbiting the M-dwarf star TOI-1680,2023,"Astronomy & Astrophysics 677, A31, 2023",Astronomy & Astrophysics,677,,31
TOI-2084 b and TOI-4184 b: Two new sub-Neptunes around M dwarf stars,2023,"Astronomy & Astrophysics 677, A38, 2023",Astronomy & Astrophysics,677,,38
TOI-1442 b and TOI-2445 b: two ultra-short period super-Earths around M dwarfs,2022,"arXiv preprint arXiv:2201.13274, 2022",arXiv preprint arXiv:,220113274,,
Using the OWL@ OUKA telescope to follow-up the TESS planet candidates: first results,2020,"Ground-based and Airborne Instrumentation for Astronomy VIII 11447, 2130-2135, 2020",Ground-based and Airborne Instrumentation for Astronomy VIII,11447,,21302135
VaTEST III: Validation of 8 Potential Super-Earths from TESS Data,2023,"arXiv preprint arXiv:2311.00688, 2023",arXiv preprint arXiv:,231100688,,
WASP-193b: An extremely low-density super-Neptune,2023,"arXiv preprint arXiv:2307.08350, 2023",arXiv preprint arXiv:,230708350,,
TOI-2084 b and TOI-4184 b,2023,,,,,
VaTEST. II. Statistical Validation of 11 TESS-detected Exoplanets Orbiting K-type Stars,2023,"The Astronomical Journal 166 (1), 9, 2023",The Astronomical Journal,166,1,9
Surface pressure impact on nitrogen-dominated USP super-Earth atmospheres,2023,"Monthly Notices of the Royal Astronomical Society 522 (1), 648-659, 2023",Monthly Notices of the Royal Astronomical Society,522,1,648659
"VizieR Online Data Catalog: Magellan-TESS Survey (MTS). I. Midsurvey results (Teske+, 2021)",2022,"VizieR Online Data Catalog, J/ApJS/256/33, 2022","VizieR Online Data Catalog, J/ApJS/",25633,,
Study of the thermal treatment of SiO2 aggregate,2014,"IOP Conference Series: Materials Science and Engineering 62 (1), 012002, 2014",IOP Conference Series: Materials Science and Engineering,62,1,012002
"Bismuth-substituted hydroxyapatite ceramics synthesis: Morphological, structural, vibrational and dielectric properties",2019,"Inorganic Chemistry Communications 110, 107568, 2019",Inorganic Chemistry Communications,110,,107568
"Synthesis, structural and dielectric properties of Ho-doped SrBi2Nb2O9 prepared by Co-precipitation method",2016,"Science China Materials 11 (59), 921-926, 2016",Science China Materials,11,59,921926
Structure and electric properties of cerium substituted SrBi1. 8Ce0. 2Nb2O9 and SrBi1. 8Ce0. 2Ta2O9 ceramics,2016,"Processing and Application of Ceramics 10 (3), 183-188, 2016",Processing and Application of Ceramics,10,3,183188
"Dielectric properties of SrBi1. 8RE0. 2Nb2O9 (RE= Yb, Tm, Tb, Gd, Er, Sm and Ce) ceramics",2017,"Solid State Sciences 73, 51-56, 2017",Solid State Sciences,73,,5156
Study of structural short order and surface changes of SiO2 compounds,2018,"MATEC Web of Conferences 149, 01041, 2018",MATEC Web of Conferences,149,,01041
Dielectric properties of gadolinium-doped SrBi2Nb2O9 ceramics,2018,"Journal of Materials Science: Materials in Electronics 29, 1289-1297, 2018",Journal of Materials Science: Materials in Electronics,29,,12891297
"Sol–gel synthesis, structural and dielectric properties of Y-doped BaTiO3 ceramics",2019,"Journal of Materials Science: Materials in Electronics 30, 5495-5502, 2019",Journal of Materials Science: Materials in Electronics,30,,54955502
"Structural, electric and dielectric properties of Eu-doped SrBi2Nb2O9 ceramics obtained by co-precipitation route",2018,"Processing and Application of Ceramics 12 (1), 72-77, 2018",Processing and Application of Ceramics,12,1,7277
"Structural, dielectric and piezoelectric study of Ca-, Zr-modified  lead-free ceramics",2017,"Bulletin of Materials Science 40, 925-931, 2017",Bulletin of Materials Science,40,,925931
"Synthesis and characterization of AgYP2O7 pyrophosphate activated with Tb3+, Sm3+ and Dy3+ ions",2019,"Inorganic Chemistry Communications 102, 192-198, 2019",Inorganic Chemistry Communications,102,,192198
Effect of the synthesis route on the structural and dielectric properties of SrBi1.8Y0.2Nb2O9 ceramics,2018,"International Journal of Minerals, Metallurgy, and Materials 25, 1304-1312, 2018","International Journal of Minerals, Metallurgy, and Materials",25,,13041312
"Synthesis, structural and dielectric properties of SrBi2 – x Sm x Nb2O9",2017,"Moscow University Physics Bulletin 72, 196-202, 2017",Moscow University Physics Bulletin,72,,196202
Low-grade phosphate tailings beneficiation via organic acid leaching: process optimization and kinetic studies,2021,"Minerals 11 (5), 492, 2021",Minerals,11,5,492
"Synthesis and multimethodological characterization of neodymium substituted nickel tungstates and molybdates solid solution Ni Ndx (W, Mo) O4,(0≤ x≤ 0.2)",2019,"Inorganic Chemistry Communications 99, 131-139, 2019",Inorganic Chemistry Communications,99,,131139
Synthesis and characterizations of Ho2O3 modified SrBi2Nb2O9 ceramics,2018,"Chinese journal of physics 56 (3), 1158-1165, 2018",Chinese journal of physics,56,3,11581165
Application of spectroscopic properties of Eu3+ ion to predict the site symmetry of active ions in AgLaP2O7: Eu3+ phosphors,2019,"Inorganic Chemistry Communications 107, 107475, 2019",Inorganic Chemistry Communications,107,,107475
Structural and Dielectric Properties of SrBi2−xCexNb2O9 (0 ≤ x ≤ 0.35) Ceramics,2018,"Journal of Electronic Materials 47, 5793-5799, 2018",Journal of Electronic Materials,47,,57935799
Morphology control of SrBi2Nb2O9 prepared by a modified chemical method,2019,"Science of Sintering 51 (4), 353-361, 2019",Science of Sintering,51,4,353361
Co-Precipitation Synthesis and Characterization of SrBi2Ta2O9 Ceramic,2018,"Journal of Electronic Materials 47, 3398-3402, 2018",Journal of Electronic Materials,47,,33983402
Diagram of the aging dynamics in laponite suspensions at low ionic strength,2006,"Physical Review E 73 (2), 021401, 2006",Physical Review E,73,2,021401
Successive exponential and full aging regimes evidenced by tracer diffusion in a colloidal glass,2005,"Physical Review E 72 (1), 011403, 2005",Physical Review E,72,1,011403
Exploring destination’s negative e-reputation using aspect based sentiment  analysis approach: Case of Marrakech destination on TripAdvisor,2021,"Tourism Management Perspectives 40 (100892), 2021",Tourism Management Perspectives,40,100892,
Aging of a colloidal glass under a periodic shear,2005,"Physical Review E 72 (1), 011401, 2005",Physical Review E,72,1,011401
An improved recommender system solution to mitigate the over-specialization problem using genetic algorithms,2022,"Electronics 11 (2), 242, 2022",Electronics,11,2,242
Towards the detection of fake news on social networks contributing to the improvement of trust and transparency in recommendation systems: trends and challenges,2022,"Information 13 (3), 128, 2022",Information,13,3,128
Latest Trends in Recommender Systems applied in the medical domain: A Systematic Review,2020,"Proceedings of the 3rd International Conference on Networking, Information …, 2020",Proceedings of the,3,,
Integrating contextual information into multi-class classification to improve the context-aware recommendation,2022,"Procedia Computer Science 198, 311-316, 2022",Procedia Computer Science,198,,311316
The Recommendation of a Practical Guide for Doctoral Students Using Recommendation System Algorithms in the Education Field,2021,"Innovations in Smart Cities Applications 4, 240-254, 2021",Innovations in Smart Cities Applications,4,,240254
Analyzing tourism reviews using an LDA topic-based sentiment analysis approach,2022,"MethodsX 9, 101894, 2022",MethodsX,9,,101894
Artificial Intelligence in Predicting the Spread of Coronavirus to Ensure Healthy Living for All Age Groups,2021,"Emerging Trends in ICT for Sustainable Development, 11-18, 2021","Emerging Trends in ICT for Sustainable Development,",1118,,
A Deep Learning to Distinguish COVID-19 from Others Pneumonia Cases,2021,"Intelligent Automation & Soft Computing 31 (2), 677-692, 2021",Intelligent Automation & Soft Computing,31,2,677692
Latest Trends in Recommender Systems applied in the medical domain: A Systematic Review.,2020,"NISS, 41:1-41:12, 2020","NISS,",4114112,,
A semantic approach for mathematical expression retrieval,2016,"International Journal of Advanced Computer Science and Applications 7 (9), 2016",International Journal of Advanced Computer Science and Applications,7,9,
The Use of a Genetic Algorithm to Alleviate the Limited Content Issue in a Content-Based Recommendation System,2023,"ICAISE 2022: Artificial Intelligence and Smart Environment, 776–782, 2023",ICAISE,2022,,776782
Investigating Different Similarity Metrics Used in Various Recommender Systems Types: Scenario Cases,2022,"The International Archives of the Photogrammetry, Remote Sensing and Spatial …, 2022","The International Archives of the Photogrammetry, Remote Sensing and Spatial …,",,,
Restricted diffusion of small probe particles in a laponite dispersion,2013,"Physical Review E 88 (3), 032308, 2013",Physical Review E,88,3,032308
HOW CAN WE ANALYSE EMOTIONS ON TWITTER DURING AN EPIDEMIC SITUATION? A FEATURES ENGINEERING APPROACH TO EVALUATE PEOPLE’S EMOTIONS DURING THE COVID-19 PANDEMIC.,2021,,,,,
Towards a robust solution to mitigate all content-based filtering drawbacks within a recommendation system,2023,"International Journal of Systematic Innovation 7 (7), 89-111, 2023",International Journal of Systematic Innovation,7,7,89111
Towards Ideal and Efficient Recommendation Systems Based on the Five Evaluation Concepts Promoting Serendipity,2023,"Journal of Advances in Information Technology 14 (4), 2023",Journal of Advances in Information Technology,14,4,
A recommender model in e-learning environment,2017,"Arabian Journal for Science and Engineering 42, 607-617, 2017",Arabian Journal for Science and Engineering,42,,607617
A personalized e-learning based on recommender system,2016,"International journal of learning and teaching 2 (2), 99-103, 2016",International journal of learning and teaching,2,2,99103
Toward a hybrid recommender system for e-learning personnalization based on data mining techniques,2018,"JOIV: International Journal on Informatics Visualization 2 (4), 271-278, 2018",JOIV: International Journal on Informatics Visualization,2,4,271278
A new distributed intrusion detection system based on multi-agent system for cloud environment,2018,"International Journal of Communication Networks and Information Security 10 …, 2018",International Journal of Communication Networks and Information Security,10,,
E-learning personalization based on collaborative filtering and learner’s preference,2016,"Journal of Engineering Science and Technology 11 (11), 1565-1581, 2016",Journal of Engineering Science and Technology,11,11,15651581
A Big-Data Oriented Recommendation Method in E-Learning Environment.,2022,"International Journal of Emerging Technologies in Learning 17 (10), 2022",International Journal of Emerging Technologies in Learning,17,10,
Building effective collaborative groups in e-learning environment,2020,"Advanced Intelligent Systems for Sustainable Development (AI2SD’2019) Volume …, 2020",Advanced Intelligent Systems for Sustainable Development (AI,22019,,
Weighting based approach for learning resources recommendations,2018,"JOIV: International Journal on Informatics Visualization 2 (3), 104-109, 2018",JOIV: International Journal on Informatics Visualization,2,3,104109
A multi-agent system-based distributed intrusion detection system for a cloud computing,2018,"New Trends in Model and Data Engineering: MEDI 2018 International Workshops …, 2018",New Trends in Model and Data Engineering: MEDI,2018,,
Personalised Learning Paths for Smart Education: Case Studies from Cadi Ayyad University,2022,"Pedagogy, Didactics and Educational Technologies: Research Experiences and …, 2022","Pedagogy, Didactics and Educational Technologies: Research Experiences and …,",,,
Recommendation method based on learner profile and demonstrated knowledge,2022,"Indonesian Journal of Electrical Engineering and Computer Science 26 (3 …, 2022",Indonesian Journal of Electrical Engineering and Computer Science,26,3,
An Automatic Method for Building Learners’ Groups in Virtual Environment,2017,"International Journal of Educational and Pedagogical Sciences 11 (2), 2017",International Journal of Educational and Pedagogical Sciences,11,2,
On γ-rigid regime of the Bohr–Mottelson Hamiltonian in the presence of a minimal length,2016,"Physics Letters B 758, 212-218, 2016",Physics Letters B,758,,212218
Electric quadrupole transitions of the Bohr Hamiltonian with Manning–Rosen potential,2016,"Nuclear Physics A 953, 158-175, 2016",Nuclear Physics A,953,,158175
Nuclear shape phase transition within a conjunction of γ-rigid and γ-stable collective behaviors in deformation-dependent mass formalism,2016,"Journal of Physics G: Nuclear and Particle Physics 43 (12), 125107, 2016",Journal of Physics G: Nuclear and Particle Physics,43,12,125107
Exact solutions of deformed Schrödinger equation with a class of non-central physical potentials,2015,"Journal of Mathematical Physics 56 (6), 2015",Journal of Mathematical Physics,56,6,
Davydov–Chaban Hamiltonian with deformation-dependent mass term for γ= 30∘,2018,"Nuclear Physics A 970, 272-290, 2018",Nuclear Physics A,970,,272290
Collective motion in prolate γ-rigid nuclei within minimal length concept via a quantum perturbation method,2018,"Annals of Physics 392, 142-156, 2018",Annals of Physics,392,,142156
Closed Analytical Solutions of the D-Dimensional Schrödinger Equation with Deformed Woods–Saxon Potential Plus Double Ring-Shaped Potential,2016,"Zeitschrift für Naturforschung A 71 (1), 59-68, 2016",Zeitschrift für Naturforschung A,71,1,5968
Excited collective states of nuclei within Bohr Hamiltonian with Tietz-Hua potential,2017,"The European Physical Journal A 53 (7), 157, 2017",The European Physical Journal A,53,7,157
Scattering states of Dirac particle equation with position-dependent mass under the cusp potential,2016,"The European Physical Journal Plus 131, 1-7, 2016",The European Physical Journal Plus,131,,17
Collective states of even–even nuclei in γ-rigid quadrupole Hamiltonian with minimal length under the sextic potential,2021,"Journal of Physics G: Nuclear and Particle Physics 48 (8), 085106, 2021",Journal of Physics G: Nuclear and Particle Physics,48,8,085106
Bohr Hamiltonian with trigonometric Pöschl-Teller potential in-unstable and-stable pictures,2019,"The European Physical Journal Plus 134 (11), 577, 2019",The European Physical Journal Plus,134,11,577
Comparison between Coulomb and Hulthèn potentials behaviors in γ-rigid nuclei within a generalized uncertainty principle,2019,"Annals of Physics 403, 47-58, 2019",Annals of Physics,403,,4758
Systematics of alpha decay half-lives within the position-dependent mass formalism,2021,"The European Physical Journal A 57 (8), 254, 2021",The European Physical Journal A,57,8,254
Correlation between two quantum concepts within shape phase transitions in nuclei,2021,"Europhysics Letters 132 (5), 52001, 2021",Europhysics Letters,132,5,52001
Davydov-Chaban Hamiltonian with deformation-dependent mass term for the Kratzer potential,2022,"Nuclear Physics A 1017, 122354, 2022",Nuclear Physics A,1017,,122354
Scattering states of the Schrödinger equation with a position-dependent-mass and a non-central potential,2016,"Journal of the Korean Physical Society 69, 1619-1624, 2016",Journal of the Korean Physical Society,69,,16191624
